epoch,lr-AdamW,step,test_acc,train_acc,train_loss,val_acc,val_loss
36,,3329,,,,0.06209150329232216,4.0132060050964355
36,,3329,,0.047685835510492325,3.980074882507324,,
,1.66149182565299e-05,3330,,,,,
37,,3419,,,,0.06862745434045792,4.007774353027344
37,,3419,,0.04978962242603302,3.9577763080596924,,
,1.4416052942640132e-05,3420,,,,,
38,,3509,,,,0.06535948067903519,4.005042552947998
38,,3509,,0.051893409341573715,3.967958927154541,,
,1.235959448259843e-05,3510,,,,,
39,,3599,,,,0.06862745434045792,4.004251003265381
39,,3599,,0.057503506541252136,3.9411776065826416,,
,1.04536587784401e-05,3600,,,,,
40,,3689,,,,0.06862745434045792,4.001059532165527
40,,3689,,0.049088358879089355,3.94567608833313,,
,8.70576768765026e-06,3690,,,,,
41,,3779,,,,0.06862745434045792,3.9997894763946533
41,,3779,,0.05960729345679283,3.9283390045166016,,
,7.122819337828748e-06,3780,,,,,
42,,3869,,,,0.06862745434045792,3.9971086978912354
42,,3869,,0.0582047700881958,3.938659429550171,,
,5.711060902932039e-06,3870,,,,,
43,,3959,,,,0.06862745434045792,3.9983596801757812
43,,3959,,0.051893409341573715,3.9463589191436768,,
,4.476063948531556e-06,3960,,,,,
44,,4049,,,,0.06862745434045792,3.9948108196258545
44,,4049,,0.054698456078767776,3.939225673675537,,
,3.4227024433898985e-06,4050,,,,,
45,,4139,,,,0.06862745434045792,3.993642807006836
45,,4139,,0.0582047700881958,3.9243621826171875,,
,2.555133524132766e-06,4140,,,,,
46,,4229,,,,0.06862745434045792,3.9937257766723633
46,,4229,,0.060308557003736496,3.913520097732544,,
,1.8767810889299075e-06,4230,,,,,
47,,4319,,,,0.06862745434045792,3.9929471015930176
47,,4319,,0.05259466916322708,3.9362077713012695,,
,1.3903222849333503e-06,4320,,,,,
48,,4409,,,,0.06862745434045792,3.993208646774292
48,,4409,,0.06100981682538986,3.9327945709228516,,
,1.0976769428005576e-06,4410,,,,,
49,,4499,,,,0.06862745434045792,3.992781162261963
49,,4499,,0.057503506541252136,3.9234440326690674,,
,1e-06,4500,,,,,
50,,4589,,,,0.06862745434045792,3.9923534393310547
50,,4589,,0.043478261679410934,3.9438860416412354,,
51,,4590,0.06535948067903519,,,,
