epoch,lr-AdamW,step,test_acc,train_acc,train_loss,val_acc,val_loss
44,,989,,0.14613179862499237,2.714381456375122,,
,0.0006710105836391449,990,,,,,
45,,1011,,,,0.11999999731779099,2.618281364440918
45,,1011,,0.1547277867794037,2.7242684364318848,,
,0.0006545089930295945,1012,,,,,
46,,1033,,,,0.14666666090488434,2.5707812309265137
46,,1033,,0.14899712800979614,2.6941263675689697,,
,0.0006378192156553269,1034,,,,,
47,,1055,,,,0.13333334028720856,2.5416927337646484
47,,1055,,0.14613179862499237,2.6943414211273193,,
,0.0006209614723920822,1056,,,,,
48,,1077,,,,0.14666666090488434,2.5390625
48,,1077,,0.1432664692401886,2.6944870948791504,,
,0.0006039564087986947,1078,,,,,
49,,1099,,,,0.13333334028720856,2.578242301940918
49,,1099,,0.13467048108577728,2.6930177211761475,,
,0.0005868246927857399,1100,,,,,
50,,1121,,,,0.11999999731779099,2.5753254890441895
50,,1121,,0.12893982231616974,2.6922030448913574,,
,0.0005695871412754058,1122,,,,,
51,,1143,,,,0.11999999731779099,2.557499885559082
51,,1143,,0.14899712800979614,2.6882998943328857,,
,0.0005522648617625237,1144,,,,,
52,,1165,,,,0.13333334028720856,2.5183072090148926
52,,1165,,0.15759311616420746,2.671664237976074,,
,0.0005348788499832153,1166,,,,,
53,,1187,,,,0.13333334028720856,2.5134634971618652
53,,1187,,0.14899712800979614,2.656222343444824,,
,0.0005174504015594721,1188,,,,,
54,,1209,,,,0.13333334028720856,2.5169010162353516
54,,1209,,0.14613179862499237,2.6849358081817627,,
,0.0005000006337954233,1210,,,,,
55,,1231,,,,0.14666666090488434,2.5430469512939453
55,,1231,,0.14613179862499237,2.686160087585449,,
,0.00048255092464387416,1232,,,,,
56,,1253,,,,0.14666666090488434,2.5204687118530273
56,,1253,,0.1547277867794037,2.657921075820923,,
,0.0004651224724948406,1254,,,,,
57,,1275,,,,0.13333334028720856,2.511627674102783
57,,1275,,0.163323774933815,2.6327695846557617,,
,0.000447736456990242,1276,,,,,
58,,1297,,,,0.1733333319425583,2.5025391578674316
58,,1297,,0.1318051517009735,2.66882586479187,,
,0.00043041417002677917,1298,,,,,
59,,1319,,,,0.1599999964237213,2.5079166889190674
59,,1319,,0.14040113985538483,2.6351699829101562,,
,0.0004131766110658646,1320,,,,,
60,,1341,,,,0.13333334028720856,2.4945573806762695
60,,1341,,0.1432664692401886,2.636059522628784,,
,0.0003960448876023293,1342,,,,,
61,,1363,,,,0.14666666090488434,2.4905078411102295
61,,1363,,0.13467048108577728,2.6360583305358887,,
,0.00037903981655836104,1364,,,,,
62,,1385,,,,0.13333334028720856,2.47641921043396
62,,1385,,0.1432664692401886,2.645066261291504,,
,0.00036218206584453583,1386,,,,,
63,,1407,,,,0.14666666090488434,2.501289129257202
63,,1407,,0.16045844554901123,2.601693630218506,,
,0.00034549227356910707,1408,,,,,
64,,1429,,,,0.1599999964237213,2.472421884536743
64,,1429,,0.14613179862499237,2.6167709827423096,,
,0.00032899066805839537,1430,,,,,
65,,1451,,,,0.14666666090488434,2.5017318725585938
65,,1451,,0.1547277867794037,2.642307758331299,,
,0.0003126974701881409,1452,,,,,
66,,1473,,,,0.13333334028720856,2.545377492904663
66,,1473,,0.16045844554901123,2.629779577255249,,
,0.00029663246870040896,1474,,,,,
67,,1495,,,,0.1599999964237213,2.5253515243530273
67,,1495,,0.15186245739459991,2.6326258182525635,,
,0.00028081518411636355,1496,,,,,
68,,1517,,,,0.13333334028720856,2.5044009685516357
68,,1517,,0.15759311616420746,2.5947775840759277,,
,0.00026526494324207307,1518,,,,,
69,,1539,,,,0.14666666090488434,2.504934787750244
69,,1539,,0.1547277867794037,2.638098955154419,,
,0.0002500008046627045,1540,,,,,
70,,1561,,,,0.14666666090488434,2.486849069595337
70,,1561,,0.1719197779893875,2.58181095123291,,
,0.00023504114151000978,1562,,,,,
71,,1583,,,,0.1599999964237213,2.4736459255218506
71,,1583,,0.15759311616420746,2.5931293964385986,,
,0.0002204042673110962,1584,,,,,
72,,1605,,,,0.14666666090488434,2.4822006225585938
72,,1605,,0.18624642491340637,2.61830472946167,,
,0.0002061081826686859,1606,,,,,
73,,1627,,,,0.13333334028720856,2.468775987625122
73,,1627,,0.17765043675899506,2.5778305530548096,,
,0.00019217002391815185,1628,,,,,
74,,1649,,,,0.11999999731779099,2.5138802528381348
74,,1649,,0.16905444860458374,2.6083123683929443,,
,0.00017860692739486695,1650,,,,,
75,,1671,,,,0.13333334028720856,2.486354112625122
75,,1671,,0.1432664692401886,2.577054262161255,,
,0.00016543537378311158,1672,,,,,
76,,1693,,,,0.14666666090488434,2.482539176940918
76,,1693,,0.18624642491340637,2.5932328701019287,,
,0.00015267154574394225,1694,,,,,
77,,1715,,,,0.11999999731779099,2.491119861602783
77,,1715,,0.14899712800979614,2.581724166870117,,
,0.00014033079147338868,1716,,,,,
78,,1737,,,,0.11999999731779099,2.5034635066986084
78,,1737,,0.2148997187614441,2.5389935970306396,,
,0.00012842825055122377,1738,,,,,
79,,1759,,,,0.13333334028720856,2.506640672683716
79,,1759,,0.163323774933815,2.555838108062744,,
,0.00011697846651077271,1760,,,,,
80,,1781,,,,0.14666666090488434,2.5201432704925537
80,,1781,,0.16618910431861877,2.566478967666626,,
,0.00010599526762962341,1782,,,,,
81,,1803,,,,0.14666666090488434,2.507499933242798
81,,1803,,0.20916905999183655,2.5338926315307617,,
,9.549212455749512e-05,1804,,,,,
82,,1825,,,,0.1599999964237213,2.482421875
82,,1825,,0.18051576614379883,2.5418529510498047,,
,8.548179268836975e-05,1826,,,,,
83,,1847,,,,0.1733333319425583,2.483854055404663
83,,1847,,0.18911175429821014,2.5313644409179688,,
,7.597655057907104e-05,1848,,,,,
84,,1869,,,,0.14666666090488434,2.487994909286499
84,,1869,,0.18051576614379883,2.5531880855560303,,
,6.698784232139587e-05,1870,,,,,
85,,1891,,,,0.14666666090488434,2.4849088191986084
85,,1891,,0.20057307183742523,2.5224013328552246,,
,5.852669477462768e-05,1892,,,,,
86,,1913,,,,0.14666666090488434,2.486953020095825
86,,1913,,0.1833810955286026,2.531552791595459,,
,5.06034791469574e-05,1914,,,,,
87,,1935,,,,0.14666666090488434,2.482070207595825
87,,1935,,0.18911175429821014,2.51316499710083,,
,4.322773218154907e-05,1936,,,,,
88,,1957,,,,0.1599999964237213,2.486132860183716
88,,1957,,0.1719197779893875,2.5450689792633057,,
89,,1958,0.1599999964237213,,,,
